"p_value","log10FDR","distal_fold_change","proximal_fold_change","gene","Change"
"NM_001197240",0.320561626603905,0.494088466859023,-0.144389909335175,0.144389909335175,"BTN2A2","No Change"
"NM_001197246",0.259106347209954,0.586521948170118,-0.0508365304699974,0.0508365304699976,"BTN3A2","No Change"
"NM_001197248",0.131175191959768,0.882148291589262,0.0910402222744793,-0.0910402222744795,"BTN3A2","No Change"
"NM_001197259",0.30675225404863,0.513212237346564,-0.0508175833799946,0.0508175833799945,"ORC3","No Change"
"NM_001197293",0.94738795423807,0.0234721415008152,-0.00483778431107099,0.00483778431107095,"DPYSL2","No Change"
"NM_001197295",0.657469899187866,0.182124125599964,0.168240200315546,-0.168240200315546,"ECM2","No Change"
"NM_001197297",0.0570191158556866,1.24397952118955,-0.107978911284473,0.107978911284473,"GABPA","No Change"
"NM_001197318",0.0193489603272276,1.71334236585327,-0.511290588840457,0.511290588840457,"CLEC2D","Upregulated in Normoxic"
"NM_001197320",0.0202592697069973,1.69337621385913,-0.0928695747772828,0.0928695747772828,"MCL1","Upregulated in Normoxic"
"NM_001197331",0.0539879862180741,1.26770287165247,-0.598768300246186,0.598768300246187,"POLE2","No Change"
"NM_001198527",0.785549243042409,0.104826585530088,-0.0205340079135319,0.0205340079135319,"TCF7L2","No Change"
"NM_001198543",0.815589419080959,0.0885284171074343,0.104253404192998,-0.104253404192997,"HYDIN","No Change"
"NM_001198557",0.220114318203802,0.65735170613066,0.0551030818117365,-0.0551030818117365,"LMNB1","No Change"
"NM_001198559",0.0967004369036947,1.01457156372015,-0.118415145566895,0.118415145566895,"DNAJC27","No Change"
"NM_001198569",0.350528880831322,0.455276193763091,0.0384741478146356,-0.0384741478146357,"ATP6V0C","No Change"
"NM_001198588",0.0734501876753621,1.13400709018999,-0.125689481000183,0.125689481000183,"JMJD7-PLA2G4B","No Change"
"NM_001198611",0.00594848852361078,2.22559337195974,-0.449207954305828,0.449207954305828,"MAP7","Upregulated in Normoxic"
"NM_001198645",0.3252959998853,0.48772127713752,0.131193243837257,-0.131193243837257,"TRIM6","No Change"
"NM_001198656",0.35880432408974,0.445142331745567,0.031629155020769,-0.0316291550207691,"AKAP2","No Change"
"NM_001198664",0.363843424078194,0.439085469890149,-0.0550969156602741,0.0550969156602742,"GNG10","No Change"
"NM_001198665",0.470808261394607,0.327155925083889,0.031364170909335,-0.0313641709093349,"ARHGEF12","No Change"
"NM_001198672",0.0286712703484413,1.54255306418307,-0.323846572618062,0.323846572618062,"TMEM136","Upregulated in Normoxic"
"NM_001198681",1.04894259255888e-05,4.97924827960161,-0.687087516949009,0.687087516949009,"LEPROT","Upregulated in Normoxic"
"NM_001198683",0.197656428201477,0.704089056924182,-0.147710267626786,0.147710267626786,"LEPROT","No Change"
"NM_001198687",0.764349875843967,0.116707800630795,0.0987781544781737,-0.0987781544781735,"LEPR","No Change"
"NM_001198689",0.335725679318873,0.474015438734242,0.0896185422586461,-0.0896185422586462,"LEPR","No Change"
"NM_001198695",0.590970766494214,0.228434001799386,-0.102954289580781,0.102954289580781,"MFAP4","No Change"
"NM_001198713",0.573096070176781,0.241772569567709,0.186727357006848,-0.186727357006848,"SEPT4","No Change"
"NM_001198759",0.000755812027784425,3.12158620112125,-0.265036758744941,0.265036758744942,"LY75-CD302","Upregulated in Normoxic"
"NM_001198774",0.888813761924289,0.0511892296280479,0.00493229554223082,-0.00493229554223072,"PI4KB","No Change"
"NM_001198778",0.0924481805285368,1.03410163176486,-0.287494597823488,0.287494597823488,"CUL2","No Change"
"NM_001198784",0.963206721982744,0.016280495241331,-0.00577078785794786,0.00577078785794788,"FLJ27352","No Change"
"NM_001198800",0.568539741827642,0.245239172043629,0.122180450850016,-0.122180450850016,"ASCC1","No Change"
"NM_001198810",0.337986762323897,0.471100309078166,0.104820820486932,-0.104820820486932,"SLC43A1","No Change"
"NM_001198812",0.18954354786744,0.722290994530924,0.0850995458784538,-0.0850995458784537,"MSANTD3-TMEFF1","No Change"
"NM_001198832",0.254820276714641,0.593766017016006,0.107174034366423,-0.107174034366423,"PDE4DIP","No Change"
"NM_001198834",0.489599869604189,0.310158706528731,0.0522099337180299,-0.0522099337180301,"PDE4DIP","No Change"
"NM_001198838",0.0129447059307175,1.88790781113234,-0.286907901769022,0.286907901769022,"RBM12","Upregulated in Normoxic"
"NM_001198842",0.3020262160814,0.519955358349669,-0.0342699020847459,0.034269902084746,"CCT2","No Change"
"NM_001198843",0.880958262470277,0.0550446668526864,-0.0053572101695074,0.00535721016950733,"RBM4","No Change"
"NM_001198844",0.785325434356098,0.104950336812762,0.0131369969907735,-0.0131369969907734,"RBM4","No Change"
"NM_001198850",0.0112711058819425,1.9480334703902,-0.100667096739936,0.100667096739936,"FOXJ3","Upregulated in Normoxic"
"NM_001198862",0.0186864655013805,1.72847283657781,-0.127696766053015,0.127696766053015,"TMEM206","Upregulated in Normoxic"
"NM_001198869",0.19838248602099,0.702496671698897,-0.0575166961366217,0.0575166961366216,"CAPN1","No Change"
"NM_001198896",0.309257147032634,0.509680254897004,-0.0345463334021062,0.0345463334021063,"ACY1","No Change"
"NM_001198903",0.129254642674303,0.88855384860834,-0.0507423702055896,0.0507423702055895,"YY1AP1","No Change"
"NM_001198906",0.110208815212573,0.957783666418326,-0.0515956070615539,0.0515956070615537,"YY1AP1","No Change"
"NM_001198910",0.456125121703249,0.340916007748879,-0.12691211248222,0.12691211248222,"CCDC169-SOHLH2","No Change"
"NM_001198938",0.111012174129722,0.954629391776929,-0.266465311234067,0.266465311234067,"DTNA","No Change"
"NM_001198941",0.652897902626328,0.185154726523849,-0.121376453133921,0.121376453133921,"DTNA","No Change"
"NM_001198952",0.975630051113761,0.0107148311218557,0.00186635865729874,-0.00186635865729876,"RNF103","No Change"
"NM_001198954",0.0158942662775072,1.79875951549911,-0.176801287798694,0.176801287798694,"RNF103-CHMP3","Upregulated in Normoxic"
"NM_001198962",0.944048847374104,0.0250055336720752,-0.0182355714490662,0.0182355714490664,"ECHDC2","No Change"
"NM_001198963",0.60079487648952,0.221273779602119,-0.032843256687017,0.032843256687017,"FKTN","No Change"
"NM_001198972",0.0584390245714827,1.23329704165557,-0.0865383330220413,0.0865383330220414,"KIAA1522","No Change"
"NM_001198983",0.983072509908991,0.00741444809667564,-0.000938948969615096,0.000938948969614905,"C14orf80","No Change"
"NM_001198999",0.0234910487423348,1.62909759399967,-0.690413255314406,0.690413255314406,"SEMA6D","Upregulated in Normoxic"
"NM_001199011",0.372105040006055,0.429334447602774,-0.546014691055736,0.546014691055736,"DCTN5","No Change"
"NM_001199012",0.28864502910181,0.539635917300091,-0.0934268639682688,0.0934268639682689,"C1orf201","No Change"
"NM_001199018",0.510246314544261,0.292220123464163,0.0704572785798165,-0.0704572785798166,"LRRC49","No Change"
"NM_001199021",0.956359347061588,0.0193788931606824,-0.00820766864148175,0.00820766864148168,"SPON2","No Change"
"NM_001199022",0.00997582799375319,2.00105104770191,-0.112787452386291,0.112787452386291,"CCP110","Upregulated in Normoxic"
"NM_001199039",0.638505059739411,0.1948356568842,-0.0345591207577719,0.0345591207577717,"SERINC2","No Change"
"NM_001199058",0.00336876818985682,2.47252887246492,-0.277276328409573,0.277276328409573,"C15orf38-AP3S2","Upregulated in Normoxic"
"NM_001199097",0.0769030919883764,1.11405619847562,-0.214805443268877,0.214805443268877,"BAIAP3","No Change"
"NM_001199104",0.741870615789973,0.129671830230531,0.0153871089669638,-0.0153871089669638,"NT5C1B-RDH14","No Change"
"NM_001199112",0.416176385125273,0.3807225663655,-0.0168900110639994,0.0168900110639992,"MDH1","No Change"
"NM_001199135",0.798689933666815,0.0976217891877925,0.0244203654899228,-0.0244203654899227,"TANK","No Change"
"NM_001199142",0.91964813158043,0.0363783071583377,-0.0221713809986204,0.0221713809986205,"EIF3C","No Change"
"NM_001199160",0.505070030896107,0.296648400251431,-0.0558185157557907,0.0558185157557907,"USP19","No Change"
"NM_001199162",0.333220328101698,0.477268512327969,-0.056191011688422,0.056191011688422,"USP19","No Change"
"NM_001199165",0.347841359138504,0.45861878064923,0.155267468128366,-0.155267468128365,"CEP112","No Change"
"NM_001199175",0.074204761945644,1.12956822382667,-0.0833950377161613,0.0833950377161614,"MLST8","No Change"
"NM_001199185",0.724878435975398,0.139734819652083,0.0307503318239587,-0.0307503318239586,"ATP2C1","No Change"
"NM_001199189",0.144930793793965,0.838839329132433,-0.153623189113212,0.153623189113212,"CCNH","No Change"
"NM_001199233",0.969765277232573,0.0133333700000955,0.0220744531384227,-0.0220744531384228,"LOC100505478","No Change"
"NM_001199237",0.0623446011214644,1.20520114931737,-0.224001674198105,0.224001674198105,"GPANK1","No Change"
"NM_001199241",0.862503724941874,0.0642390206393746,0.0365032233061201,-0.0365032233061201,"KYNU","No Change"
"NM_001199253",0.917765317813326,0.0372683582418058,-0.0120596689646029,0.0120596689646028,"SGOL1","No Change"
"NM_001199261",0.000331711889738751,3.47923896153633,-0.428372137780454,0.428372137780455,"UCHL5","Upregulated in Normoxic"
"NM_001199263",0.0358346631799914,1.4456966732304,-0.180274364625673,0.180274364625673,"UCHL5","Upregulated in Normoxic"
"NM_001199264",0.0132686575321092,1.87717301503234,-0.480497901839928,0.480497901839928,"SGK2","Upregulated in Normoxic"
"NM_001199280",0.409594979002749,0.387645375774327,-0.0571595695163199,0.0571595695163199,"HAS3","No Change"
"NM_001199282",0.267118264293784,0.573296415944106,-0.0659163650037415,0.0659163650037414,"LRBA","No Change"
"NM_001199288",0.203451182390527,0.691539781828443,-0.089501986523938,0.089501986523938,"PHOSPHO2","No Change"
"NM_001199290",0.0810399459347873,1.0913008573841,-0.101626915143232,0.101626915143232,"PHOSPHO2-KLHL23","No Change"
"NM_001199292",0.190498876485596,0.720107581340303,-0.0482551686072212,0.0482551686072211,"HSD17B4","No Change"
"NM_001199298",0.430221333727274,0.366308057708874,-0.0536930390190843,0.0536930390190844,"UIMC1","No Change"
"NM_001199302",0.501649044100116,0.299600010971535,-0.025106037816722,0.025106037816722,"CNOT2","No Change"
"NM_001199319",0.256458972237777,0.590982102505053,-0.0487316672874088,0.0487316672874087,"PEX26","No Change"
"NM_001199322",0.663012347341222,0.178478383612985,0.0226229089606708,-0.0226229089606707,"MUTED","No Change"
"NM_001199324",0.341849029886219,0.466165648221629,-0.0874707584237055,0.0874707584237056,"ZNF615","No Change"
"NM_001199328",0.22902870221622,0.640110087821637,-0.160865662154846,0.160865662154846,"FPGT","No Change"
"NM_001199329",0.221649182489971,0.654333866172673,-0.163135835779673,0.163135835779673,"FPGT","No Change"
"NM_001199355",0.312413631232158,0.505270025243662,0.255334881002897,-0.255334881002897,"RPL17-C18ORF32","No Change"
"NM_001199378",0.987186653035239,0.00560072502105522,-0.000765558543243455,0.000765558543243361,"GBF1","No Change"
"NM_001199382",0.288340738384109,0.540093993735563,-0.041724932582469,0.0417249325824689,"RNF145","No Change"
"NM_001199389",0.950102517959658,0.0222295309405946,0.00612090456079306,-0.00612090456079304,"EPB41L2","No Change"
"NM_001199434",0.831114048535826,0.0803393766355839,0.0100737220131087,-0.0100737220131088,"NIP7","No Change"
"NM_001199462",0.141983239778374,0.847762918302599,-0.189033824390017,0.189033824390017,"PDCD2","No Change"
"NM_001199463",0.455305170259147,0.341697417993439,-0.0896372124846764,0.0896372124846764,"PDCD2","No Change"
"NM_001199464",0.801348258161368,0.096178702732432,-0.0120425994808485,0.0120425994808485,"PDCD2","No Change"
"NM_001199469",0.000117374120426503,3.93042764921228,-0.633325522282555,0.633325522282555,"ISY1","Upregulated in Normoxic"
"NM_001199480",0.487432419744585,0.312085588717282,-0.0414124491569868,0.0414124491569866,"ZNF193","No Change"
"NM_001199570",0.881170417961063,0.0549400911081083,-0.0166052199065172,0.0166052199065171,"CLIP3","No Change"
"NM_001199573",0.21860095931307,0.66034793651505,0.259702545136046,-0.259702545136046,"TRIM22","No Change"
"NM_001199579",0.343563833953518,0.463992559453985,0.0621564760625694,-0.0621564760625695,"SUN2","No Change"
"NM_001199619",0.828653234275726,0.081627170229658,0.0665396839875789,-0.0665396839875789,"NCOA7","No Change"
"NM_001199649",0.106081142511592,0.974361811490134,-0.0924630271172346,0.0924630271172347,"PTK2","No Change"
"NM_001199662",0.735459152972497,0.133441442761417,0.0296014995869673,-0.0296014995869671,"PMF1-BGLAP","No Change"
"NM_001199672",0.0034559637538791,2.4614308210464,-0.393565968976019,0.393565968976019,"CALU","Upregulated in Normoxic"
"NM_001199691",0.303440976536152,0.517925772653079,-0.177005727512968,0.177005727512968,"TMEM56-RWDD3","No Change"
"NM_001199693",0.241738536491426,0.616654111480986,-0.083236880419728,0.0832368804197279,"SLC4A2","No Change"
"NM_001199699",0.176470137660497,0.753328775525532,-0.130999489533988,0.130999489533988,"DHX33","No Change"
"NM_001199707",0.982061781048761,0.00786119009026288,-0.00201353143764824,0.00201353143764833,"KIAA0895","No Change"
"NM_001199723",0.869966901061419,0.0604972703237151,-0.00927781358801075,0.00927781358801065,"CRABP2","No Change"
"NM_001199729",0.946906335429913,0.0236929777208376,-0.00522663563224225,0.00522663563224238,"MSRA","No Change"
"NM_001199743",0.116121823287019,0.935086153711232,0.251275236985023,-0.251275236985023,"DCTN5","No Change"
"NM_001199746",0.866569285656504,0.0621967079929495,0.045050835115589,-0.0450508351155889,"HOXD8","No Change"
"NM_001199764",0.568230903690435,0.245475150519356,-0.139049323791628,0.139049323791628,"PTPRN","No Change"
"NM_001199770",0.476309688307225,0.322110584695475,-0.0700295984191715,0.0700295984191717,"OTX1","No Change"
"NM_001199777",0.140571898289638,0.852101490394094,-0.0783500430737394,0.0783500430737395,"POC1B","No Change"
"NM_001199779",0.00488761768543296,2.31090277240553,-0.25514100367616,0.25514100367616,"PSMB2","Upregulated in Normoxic"
"NM_001199781",0.183758552242741,0.735752439425272,-0.0752341473577026,0.0752341473577027,"POC1B-GALNT4","No Change"
"NM_001199782",0.23372390075768,0.631296874101464,-0.0821623170981183,0.0821623170981183,"POC1B-GALNT4","No Change"
"NM_001199787",0.966932250577839,0.0146039542840726,0.00459311130047837,-0.00459311130047849,"SLC35E2","No Change"
"NM_001199817",0.418092122131911,0.378728015532276,-0.0229185922331488,0.0229185922331487,"GGCT","No Change"
"NM_001199823",0.204616951513249,0.689058389960589,0.1039251613107,-0.1039251613107,"NEDD8-MDP1","No Change"
"NM_001199824",0.0401517729539871,1.39629527312171,-0.467275841889436,0.467275841889436,"SGK110","Upregulated in Normoxic"
"NM_001199829",0.405454129395655,0.392058272099425,-0.141429226963735,0.141429226963735,"HORMAD1","No Change"
"NM_001199839",0.301979498969661,0.520022539779824,-0.0508811690021839,0.0508811690021839,"BCL2L2","No Change"
"NM_001199864",0.00905363502014977,2.04317701723307,0.107528464304445,-0.107528464304445,"BCL2L2-PABPN1","Upregulated in Hypoxia"
"NM_001199866",0.111511231191304,0.952681389129123,-0.181441031873594,0.181441031873594,"KIF16B","No Change"
"NM_001199868",0.335050516087862,0.474889708771379,-0.0491268574711753,0.0491268574711753,"GLRX3","No Change"
"NM_001199876",0.184512460681674,0.733974299301363,-0.0703893278913979,0.0703893278913977,"SERF2","No Change"
"NM_001199899",0.406545326115636,0.390891027475761,0.0428843558452179,-0.042884355845218,"PDK2","No Change"
"NM_001199900",0.886123579590755,0.0525057067904457,0.0365258760251139,-0.0365258760251139,"PDK2","No Change"
"NM_001199917",3.42834761616906e-05,4.46491514937132,-0.242407755243836,0.242407755243836,"PGM3","Upregulated in Normoxic"
"NM_001199919",0.512624883209833,0.290200316648777,-0.0386967437803443,0.0386967437803444,"PGM3","No Change"
"NM_001199922",0.927261885930734,0.0327975910421714,-0.00810504963705542,0.00810504963705528,"SIAE","No Change"
"NM_001199934",0.0616828799068173,1.20983535774502,-0.133399125417198,0.133399125417198,"SESN1","No Change"
"NM_001199943",0.346811939451424,0.459905959786903,-0.0374375393198423,0.0374375393198422,"SH3GL1","No Change"
"NM_001199954",0.349669782624132,0.456341896448593,-0.0454374085741414,0.0454374085741413,"ACTG1","No Change"
"NM_001199958",0.650027525093244,0.187068252983278,-0.0165675264915404,0.0165675264915402,"NDUFB5","No Change"
"NM_001199972",0.021629834905706,1.66494679539283,-0.639410284743532,0.639410284743532,"RPL36A","Upregulated in Normoxic"
"NM_001199975",0.0983500147499394,1.00722557061178,-0.691877704637668,0.691877704637668,"UQCRB","No Change"
"NM_001199981",0.0288018568631257,1.54057951226114,-0.205527468183744,0.205527468183744,"NDUFS1","Upregulated in Normoxic"
"NM_001199989",0.537625052237038,0.269520502240676,0.0751617083300481,-0.0751617083300481,"RASD1","No Change"
"NM_001200",0.991478466851907,0.00371671345963228,0.0015065345745867,-0.00150653457458688,"BMP2","No Change"
"NM_001200001",0.216087701040914,0.665369950942152,-1,1,"NOTCH2","No Change"
"NM_001200016",0.540740782642949,0.267010874720905,-0.0420144549108811,0.042014454910881,"NAT6","No Change"
"NM_001200018",0.530523964949896,0.275294993269855,-0.041787435165608,0.0417874351656081,"NAT6","No Change"
"NM_001200047",0.298601976129398,0.52490732246748,-0.142872081692921,0.142872081692922,"NMNAT3","No Change"
"NM_001200050",0.142718341363905,0.845520210198118,-0.149811291529391,0.149811291529391,"NPL","No Change"
"NM_001200051",0.461772726244693,0.335571721464794,-0.209043243129009,0.209043243129009,"NPL","No Change"
"NM_001201326",0.652427518315346,0.185467729421362,-0.0799131858755179,0.0799131858755181,"PDZK1","No Change"
"NM_001201334",0.630921359065507,0.200024769840378,-0.0338634518662838,0.0338634518662838,"GCFC2","No Change"
"NM_001201335",0.157357034371428,0.803113837940402,-0.239979806487426,0.239979806487426,"GCFC2","No Change"
"NM_001201362",0.121319358275074,0.916069895578085,-0.1090167265618,0.1090167265618,"HMGN3","No Change"
"NM_001201366",0.210899454991204,0.675924542567856,-0.217993441610303,0.217993441610303,"DNAL1","No Change"
"NM_001201380",0.834629940726676,0.078506039874554,-0.0331376422164319,0.0331376422164319,"CNTNAP3B","No Change"
"NM_001201407",0.991624623798515,0.00365269746790883,-0.000497395295700612,0.000497395295700735,"ZNF778","No Change"
"NM_001201461",0.725569438182375,0.13932101854482,0.112108794127208,-0.112108794127208,"TTYH1","No Change"
"NM_001201473",0.205468362110418,0.687255041032005,-0.0961470753027646,0.0961470753027645,"CORO7","No Change"
"NM_001201476",0.210900670328248,0.675922039893532,-0.0752276001476388,0.0752276001476388,"C18orf21","No Change"
"NM_001201477",0.315159841100729,0.501469127158029,-0.0712069504924201,0.0712069504924201,"NETO2","No Change"
"NM_001201481",0.219312686366368,0.658936245387907,0.192263765652377,-0.192263765652377,"OSBPL6","No Change"
"NM_001201483",0.217111336892131,0.66331749841962,0.030975649903866,-0.030975649903866,"ENO1","No Change"
"NM_001201547",0.315389711920178,0.501152477554896,0.115649798919142,-0.115649798919142,"SLC16A4","No Change"
"NM_001201548",0.262202202698145,0.581363664226287,0.132787729083518,-0.132787729083518,"SLC16A4","No Change"
"NM_001201564",0.00297700056454751,2.52622108299525,-0.462076339892861,0.462076339892861,"PLRG1","Upregulated in Normoxic"
"NM_001201574",0.85153066886634,0.0697997057993724,-0.00947945565240871,0.00947945565240877,"NUBPL","No Change"
"NM_001201575",0.107390083569562,0.969035819659292,-0.304226093153904,0.304226093153903,"CTSL2","No Change"
"NM_001201576",0.140621951047691,0.851946880775802,0.0719299986087782,-0.0719299986087783,"PLSCR3","No Change"
"NM_001201584",0.872876856552382,0.0590470212337883,0.00749453654692413,-0.0074945365469241,"SEC22C","No Change"
"NM_001202",0.619688434306978,0.207826609326409,0.0472804630382626,-0.0472804630382625,"BMP4","No Change"
"NM_001202233",0.541796114900587,0.266164113520802,-0.0355757725611372,0.0355757725611371,"NR4A1","No Change"
"NM_001202403",0.0140025479512593,1.85379293142968,-0.224597088554568,0.224597088554568,"ASB6","Upregulated in Normoxic"
"NM_001202404",0.263727750005215,0.578844170395933,-0.246639967583125,0.246639967583125,"ALDH7A1","No Change"
"NM_001202423",0.159372389548673,0.797586915720897,0.125324029256651,-0.125324029256651,"TRMT1L","No Change"
"NM_001202425",0.576948914568464,0.238862639362844,0.104969559601542,-0.104969559601542,"ZNF559-ZNF177","No Change"
"NM_001202429",0.792753774618132,0.100861681446035,0.112689400048317,-0.112689400048317,"ASB2","No Change"
"NM_001202431",0.0151544360537438,1.81946022051736,-0.0371342464103834,0.0371342464103833,"PRDX1","No Change"
"NM_001202439",0.269219610550259,0.569893308327824,-0.0627090167385359,0.062709016738536,"B7H6","No Change"
"NM_001202457",0.8207612036784,0.085783180286107,0.0149897075756982,-0.0149897075756982,"ZNF816","No Change"
"NM_001202466",0.864014370169953,0.0634790343340517,0.00729249256635605,-0.00729249256635606,"ZMYND11","No Change"
"NM_001202468",1,0,0,0,"ZMYND11","No Change"
"NM_001202470",0.10341918667845,0.985398881981181,-0.143073781792881,0.143073781792881,"RPS10-NUDT3","No Change"
"NM_001202473",0.0961114247934705,1.01722498454947,-0.186914525981732,0.186914525981732,"ZNF816-ZNF321P","No Change"
"NM_001202476",0.0390464794892295,1.40841811690384,0.298595591056739,-0.298595591056739,"UBE2E1","Upregulated in Hypoxia"
"NM_001202489",0.0562110650960835,1.25017818554909,-0.103747924837829,0.103747924837829,"UBE2G2","No Change"
"NM_001202498",0.899108070823439,0.046188103882516,-0.00495290969939216,0.00495290969939208,"UBE2H","No Change"
"NM_001202504",0.305823350116268,0.514529358559072,-0.0519433021419716,0.0519433021419716,"CTDP1","No Change"
"NM_001202513",0.0207702283948634,1.68255872782294,-0.158232676869352,0.158232676869352,"MXD1","Upregulated in Normoxic"
"NM_001202514",0.0200066307341398,1.69882604363643,-0.16082279433506,0.16082279433506,"MXD1","Upregulated in Normoxic"
"NM_001202516",6.08649753734683e-07,6.21563254936654,-0.592008644353277,0.592008644353277,"CFLAR","Upregulated in Normoxic"
"NM_001202519",6.69895873914056e-07,6.17399269714826,-0.634687874501129,0.634687874501129,"CFLAR","Upregulated in Normoxic"
"NM_001202523",0.455484115451555,0.341526764008275,-0.123949572641926,0.123949572641926,"DDR1","No Change"
"NM_001202549",0.00600409137928112,2.22155270663271,-0.283728234871432,0.283728234871432,"SYNJ2BP-COX16","Upregulated in Normoxic"
"NM_001202554",0.281509340129933,0.550507191222594,-0.0752192454955922,0.0752192454955922,"PIGV","No Change"
"NM_001202556",0.0911930167686951,1.04003841709854,-0.150402443177494,0.150402443177493,"CD44","No Change"
"NM_001202557",0.274870157551645,0.560872408625694,0.257316225375707,-0.257316225375707,"CD44","No Change"
"NM_001202559",0.262977633400747,0.58008118726577,-0.0511737137936472,0.0511737137936473,"CHURC1-FNTB","No Change"
"NM_001202560",0.92178266450387,0.0353714636893721,-0.00529429966951318,0.00529429966951302,"WBSCR22","No Change"
"NM_001203",0.119689027403174,0.921945662097184,-0.296250537933973,0.296250537933973,"BMPR1B","No Change"
"NM_001203244",0.284286617272856,0.546243584141248,-0.0950377898113204,0.0950377898113205,"SEMA4G","No Change"
"NM_001203246",0.0954827134949593,1.02007524740363,-0.101814813110051,0.101814813110051,"GPBP1","No Change"
"NM_001203248",0.248794172810584,0.604159795789277,-0.0669550194871184,0.0669550194871185,"EZH2","No Change"
"NM_001203260",0.706964769182818,0.150602228255055,0.0442600303832688,-0.0442600303832687,"NDUFC2-KCTD14","No Change"
"NM_001203265",0.00814824770623962,2.08893577694509,-0.149690517702258,0.149690517702259,"IL17RC","Upregulated in Normoxic"
"NM_001204",0.880597484010119,0.0552225597146522,-0.0165675264915404,0.0165675264915402,"BMPR2","No Change"
"NM_001204052",0.0807922483920275,1.09263030558756,-0.167604436295232,0.167604436295231,"SLC25A27","No Change"
"NM_001204054",0.0644979108287535,1.19045435250021,-0.270715142915418,0.270715142915418,"NDUFC2","No Change"
"NM_001204055",0.00812079932096382,2.09040122154713,-0.403355694231208,0.403355694231208,"NDUFC2","Upregulated in Normoxic"
"NM_001204056",0.0815107202190855,1.08878526947081,-0.34866447735949,0.34866447735949,"ANKRD12","No Change"
"NM_001204064",0.590438786317962,0.22882512115354,-0.125642888220392,0.125642888220392,"CHURC1","No Change"
"NM_001204067",0.245426270229604,0.610078952590565,-0.396042912365815,0.396042912365815,"ANKS1B","No Change"
"NM_001204068",0.178544300698567,0.748254008336882,-0.463924599661678,0.463924599661678,"ANKS1B","No Change"
"NM_001204070",0.256645615442774,0.590666150866591,-0.389529605407141,0.389529605407141,"ANKS1B","No Change"
"NM_001204076",0.350671314148771,0.455099759115466,-0.0494512833948232,0.0494512833948232,"KATNA1","No Change"
"NM_001204077",0.0838111634352127,1.07669813058915,-0.111977652233033,0.111977652233033,"UBE4A","No Change"
"NM_001204078",0.212777782851468,0.672073720778923,-0.255025844112183,0.255025844112183,"ATP6V1G2","No Change"
"NM_001204087",0.106482583936762,0.972721418691708,-0.725848882168816,0.725848882168816,"KCNN3","No Change"
"NM_001204088",0.575457270049761,0.239986918898764,-0.0261746827371352,0.0261746827371354,"C1orf151-NBL1","No Change"
"NM_001204098",0.5375609852337,0.269572258764823,-0.153635785373531,0.153635785373531,"CKLF-CMTM1","No Change"
"NM_001204099",0.553274736830603,0.257059159725392,-0.143298499396959,0.143298499396959,"CKLF-CMTM1","No Change"
"NM_001204127",0.196432861333853,0.706785857169479,-0.509895231583026,0.509895231583026,"LRMP","No Change"
"NM_001204136",0.781018144044173,0.107338876792695,-0.0138057995250304,0.0138057995250304,"MBD1","No Change"
"NM_001204137",0.546240404021839,0.262616179343205,-0.0269047020368535,0.0269047020368535,"MBD1","No Change"
"NM_001204141",0.13778089420809,0.860811000971745,-0.164591557139272,0.164591557139272,"MBD1","No Change"
"NM_001204142",0.365794589987565,0.436762721921172,-0.058558973665486,0.0585589736654861,"MBD1","No Change"
"NM_001204143",0.758294094338542,0.120162326324094,-0.0155129993713244,0.0155129993713244,"MBD1","No Change"
"NM_001204147",0.644927136411003,0.190489348995961,-0.0604682699687686,0.0604682699687686,"HDAC9","No Change"
"NM_001204160",0.87309909002741,0.0589364644158563,-0.00602378762777011,0.00602378762777023,"SPHK2","No Change"
"NM_001204171",0.0306790086433414,1.51315867821988,-0.203637691575934,0.203637691575934,"MDM4","Upregulated in Normoxic"
"NM_001204172",0.00130136087084943,2.88560225571623,-0.298081352932995,0.298081352932995,"MDM4","Upregulated in Normoxic"
"NM_001204180",0.194976442314608,0.71001785833398,-0.265205504875421,0.265205504875421,"ZHX1-C8ORF76","No Change"
"NM_001204182",0.172151594798674,0.764088949671153,-0.278879612682921,0.278879612682921,"NEK2","No Change"
"NM_001204183",0.241924296006985,0.616320514060988,-0.274832977152061,0.274832977152061,"NEK2","No Change"
"NM_001204189",0.29621970698672,0.528386051990078,-0.138626895764573,0.138626895764573,"TP73","No Change"
"NM_001204193",0.21685040714256,0.663839758114706,-0.0874628412503394,0.0874628412503394,"SRP19","No Change"
"NM_001204196",0.188771122925261,0.724064440723326,-0.0941824390567076,0.0941824390567076,"SRP19","No Change"
"NM_001204197",0.278421438751509,0.555297326629716,-0.13532435229842,0.13532435229842,"NBEA","No Change"
"NM_001204199",0.124520361989227,0.904759625463862,0.113924418386797,-0.113924418386798,"SRP19","No Change"
"NM_001204220",0.242377692346679,0.615507353715973,-0.169925001442312,0.169925001442312,"ZNF670","No Change"
"NM_001204255",0.022365738864397,1.65041675009896,-0.144240445979342,0.144240445979342,"SCARB2","Upregulated in Normoxic"
"NM_001204259",0.820767773367304,0.0857797040396579,0.00835244654084073,-0.00835244654084068,"NR3C1","No Change"
"NM_001204265",0.566108446986904,0.2471003648956,0.276413435634994,-0.276413435634994,"NR3C1","No Change"
"NM_001204299",0.191997283730672,0.716704915406476,0.316368569545462,-0.316368569545462,"ZNF664-FAM101A","No Change"
"NM_001204315",0.385428752998172,0.414055890088824,-0.243454036864278,0.243454036864278,"PRLR","No Change"
