"p_value","log10FDR","distal_fold_change","proximal_fold_change","gene","Change"
"NM_007225",0.00384601090317045,2.41498948890148,-0.668940893360509,0.668940893360509,"NXPH3","Upregulated in Normoxic"
"NM_007231",0.504160551978129,0.297431138684269,0.182043919165373,-0.182043919165373,"SLC6A14","No Change"
"NM_007234",0.340181618987753,0.46828915629621,-0.040189090115699,0.0401890901156989,"DCTN3","No Change"
"NM_007235",0.337712390342559,0.471453005225743,0.032282549959506,-0.0322825499595061,"XPOT","No Change"
"NM_007236",0.258320680045293,0.587840824682093,-0.0570309450363787,0.0570309450363789,"CHP","No Change"
"NM_007238",0.0208530542557035,1.68083032681712,-0.257795974876065,0.257795974876065,"PXMP4","Upregulated in Normoxic"
"NM_007240",0.176218102063963,0.753949480585252,-0.0460854384746567,0.0460854384746567,"DUSP12","No Change"
"NM_007241",0.00914143723421695,2.0389855182903,-0.185942398779681,0.185942398779681,"SNF8","Upregulated in Normoxic"
"NM_007243",0.154427242676487,0.811276082883578,0.0529883048479432,-0.0529883048479433,"NRM","No Change"
"NM_007245",0.676387939403994,0.169804144860505,-0.0229896937691575,0.0229896937691577,"ATXN2L","No Change"
"NM_007246",0.257219630753638,0.589695889547807,-0.0660438576154338,0.0660438576154339,"KLHL2","No Change"
"NM_007249",0.488175286545698,0.31142421014722,-0.0815913806625218,0.0815913806625217,"KLF12","No Change"
"NM_007250",0.420142793145225,0.37660308166045,-0.102146887007453,0.102146887007452,"KLF8","No Change"
"NM_007255",0.383864841958713,0.415821662934803,0.040307988653537,-0.040307988653537,"B4GALT7","No Change"
"NM_007257",0.112494857083865,0.948867331696198,0.16615718775491,-0.16615718775491,"PNMA2","No Change"
"NM_007259",0.153466757089254,0.813985683875598,0.0623068104009234,-0.0623068104009233,"VPS45","No Change"
"NM_007260",0.0118565389953754,1.92604206599459,0.092885921308254,-0.0928859213082541,"LYPLA2","Upregulated in Hypoxia"
"NM_007263",0.280932670706602,0.551397752138628,-0.0462695085685918,0.0462695085685918,"COPE","No Change"
"NM_007269",0.881775295789696,0.0546420727273264,-0.0064113690562474,0.00641136905624748,"STXBP3","No Change"
"NM_007270",0.0659690838437933,1.18065954721177,-0.0849603340471693,0.0849603340471692,"FKBP9","No Change"
"NM_007271",0.529958786894199,0.275757902701798,-0.0190858411308985,0.0190858411308984,"STK38","No Change"
"NM_007273",0.0245881955332805,1.60927334188732,0.0539201388174967,-0.0539201388174966,"PHB2","Upregulated in Hypoxia"
"NM_007274",0.775224271879139,0.110572638204253,0.00975621666214414,-0.00975621666214405,"ACOT7","No Change"
"NM_007275",0.498581361487167,0.302263960799299,-0.0366217967086963,0.0366217967086962,"TUSC2","No Change"
"NM_007277",0.837224274656808,0.0771581881251966,-0.00815481289969395,0.00815481289969384,"EXOC3","No Change"
"NM_007278",0.498881945120366,0.302002213191471,0.0198187015072256,-0.0198187015072257,"GABARAP","No Change"
"NM_007279",0.238736175937382,0.622081766918801,0.0347298035355741,-0.0347298035355742,"U2AF2","No Change"
"NM_007280",0.134643077335351,0.870815970899665,-0.0659894059050673,0.0659894059050672,"OIP5","No Change"
"NM_007284",0.847314676060432,0.0719552712552644,0.00817243780016972,-0.00817243780016958,"TWF2","No Change"
"NM_007285",0.231272649066183,0.635875725041692,-0.0315444594034307,0.0315444594034306,"GABARAPL2","No Change"
"NM_007292",0.0508857207394074,1.29340406980668,-0.174080061004907,0.174080061004907,"ACOX1","No Change"
"NM_007293",0.941767679890599,0.0260562179982232,-0.0126582228709477,0.0126582228709479,"C4A","No Change"
"NM_007297",0.287845989704234,0.5408398167958,-0.0663937915643194,0.0663937915643193,"BRCA1","No Change"
"NM_007308",0.0919697956601784,1.03635477843584,-0.349452932516655,0.349452932516655,"SNCA","No Change"
"NM_007312",0.21216650930834,0.673323168834679,-0.177787119215283,0.177787119215283,"HYAL1","No Change"
"NM_007313",0.307526158482497,0.512117936794507,-0.0332678813780742,0.0332678813780742,"ABL1","No Change"
"NM_007314",0.0605918524364573,1.21758576988945,-0.0859520074743021,0.085952007474302,"ABL2","No Change"
"NM_007315",0.199091648902646,0.700946956504802,-0.025685245106377,0.0256852451063769,"STAT1","No Change"
"NM_007320",0.0352531100508078,1.45280256325914,-0.0918009071857094,0.0918009071857094,"RANBP3","Upregulated in Normoxic"
"NM_007323",0.627792042935651,0.202184193145436,-0.722466024471091,0.722466024471091,"ZFYVE9","No Change"
"NM_007324",0.410514555116456,0.38667144001909,0.098092811905737,-0.0980928119057369,"ZFYVE9","No Change"
"NM_007326",0.855831250032567,0.0676118596271275,0.067114195858537,-0.0671141958585369,"CYB5R3","No Change"
"NM_007327",0.0110725108449475,1.95575388567418,-0.434326243040012,0.434326243040012,"GRIN1","Upregulated in Normoxic"
"NM_007329",0.194557374521379,0.710952303008567,0.598547300162898,-0.598547300162898,"DMBT1","No Change"
"NM_007331",0.0946167035898074,1.02403218667949,-0.336649600594128,0.336649600594128,"WHSC1","No Change"
"NM_007332",0.0290242458727281,1.53723905557105,1.47960950057493,-1.47960950057493,"TRPA1","Upregulated in Hypoxia"
"NM_007333",0.391707464118215,0.407038152745043,0.19827424737528,-0.19827424737528,"KLRC3","No Change"
"NM_007337",0.141955055090192,0.847849137420014,-0.748521283995361,0.748521283995361,"DLEC1","No Change"
"NM_007341",0.526666659528514,0.278464173651431,-0.0729263069289044,0.0729263069289046,"SH3BGR","No Change"
"NM_007342",0.401847843000177,0.395938358493594,0.038671451708889,-0.038671451708889,"NUPL2","No Change"
"NM_007344",0.475653749823781,0.322709075136389,0.0502008129221904,-0.0502008129221904,"TTF1","No Change"
"NM_007345",0.73078608489283,0.136209730766399,-0.0195991774493436,0.0195991774493437,"ZNF236","No Change"
"NM_007346",0.603203043644321,0.219536475767926,-0.0254876045726658,0.0254876045726657,"OGFR","No Change"
"NM_007348",0.0024113793311682,2.61773446590838,-0.393522178624044,0.393522178624044,"ATF6","Upregulated in Normoxic"
"NM_007349",0.575308573422974,0.240099153938094,-0.0320886376768537,0.0320886376768536,"PAXIP1","No Change"
"NM_007350",0.0371074009411556,1.43053946323255,-0.243664674115889,0.243664674115889,"PHLDA1","Upregulated in Normoxic"
"NM_007353",0.0958396258065095,1.01845489059839,-0.0615488403975203,0.0615488403975203,"GNA12","No Change"
"NM_007355",0.0106437669690849,1.97290464230821,0.0681761122517274,-0.0681761122517274,"HSP90AB1","Upregulated in Hypoxia"
"NM_007359",0.986995789304633,0.00568470010205903,0.000363995218504264,-0.000363995218504261,"CASC3","No Change"
"NM_007360",0.909594360922405,0.0411522407432261,-0.0373323523427415,0.0373323523427417,"KLRK1","No Change"
"NM_007361",0.999999999999999,5.30380106604308e-16,-1.60171325190746e-16,3.20342650381492e-16,"NID2","No Change"
"NM_007364",0.836305436288453,0.0776350801344931,0.00688850692886627,-0.00688850692886625,"TMED3","No Change"
"NM_007365",0.00223756863719649,2.65022363386747,-0.606858221596736,0.606858221596736,"PADI2","Upregulated in Normoxic"
"NM_007366",0.789294873175554,0.10276071812305,-0.0684405116001972,0.0684405116001971,"PLA2R1","No Change"
"NM_007368",0.0175531179024702,1.75564573004889,0.205586535065815,-0.205586535065815,"RASA3","Upregulated in Hypoxia"
"NM_007371",0.00464211703518023,2.33328391448496,-0.126671803488428,0.126671803488428,"BRD3","Upregulated in Normoxic"
"NM_007372",0.816895700321605,0.087833389815652,-0.0119309519045931,0.0119309519045933,"DDX42","No Change"
"NM_007373",0.227724482816013,0.642590275575862,-0.101323465134079,0.10132346513408,"SHOC2","No Change"
"NM_007375",0.00954891114468658,2.02004614787327,-0.427171254914699,0.427171254914699,"TARDBP","Upregulated in Normoxic"
"NM_009586",0.935117967943989,0.0291335981163674,0.0200808574744989,-0.0200808574744988,"SIM2","No Change"
"NM_009588",0.00380703561277043,2.41941306057535,0.864427948586402,-0.864427948586402,"LTB","Upregulated in Hypoxia"
"NM_012063",0.00134653496807739,2.8707823639414,-0.151076459007625,0.151076459007625,"DNM1L","Upregulated in Normoxic"
"NM_012067",0.11645854112041,0.933828654613739,-0.275410112889686,0.275410112889686,"AKR7A3","No Change"
"NM_012071",0.801746140709225,0.0959631219174162,-0.00801054273971123,0.00801054273971114,"COMMD3","No Change"
"NM_012073",0.0230693821819695,1.63696403610545,-0.241309634679078,0.241309634679078,"CCT5","Upregulated in Normoxic"
"NM_012074",0.00109658367487774,2.95995822385769,0.860596943334584,-0.860596943334584,"DPF3","Upregulated in Hypoxia"
"NM_012079",0.0042685235453808,2.36972231864649,-0.333851262263182,0.333851262263182,"DGAT1","Upregulated in Normoxic"
"NM_012081",0.00255390814325988,2.59279472711676,-0.554009572392244,0.554009572392244,"ELL2","Upregulated in Normoxic"
"NM_012082",0.235798043990292,0.627459801818309,-0.333708504270753,0.333708504270753,"ZFPM2","No Change"
"NM_012086",0.3770148635366,0.423641527712826,-0.0599159966618896,0.0599159966618896,"GTF3C3","No Change"
"NM_012087",0.736567535932428,0.132787426502158,0.0103271381618952,-0.0103271381618951,"GTF3C5","No Change"
"NM_012088",0.340008792700536,0.468509851863779,-0.0438586971808888,0.0438586971808887,"PGLS","No Change"
"NM_012089",0.0809579957198219,1.09174025221619,-0.0831529406891968,0.0831529406891969,"ABCB10","No Change"
"NM_012090",0.0525836912662433,1.27914893058621,-0.109170970363216,0.109170970363216,"MACF1","No Change"
"NM_012091",0.438305805004442,0.358222777430226,-0.0345681175370851,0.0345681175370853,"ADAT1","No Change"
"NM_012093",0.374442848619263,0.426614459468854,-0.252941987346517,0.252941987346517,"AK5","No Change"
"NM_012094",0.301063680299294,0.521341633716734,-0.0497924232842844,0.0497924232842844,"PRDX5","No Change"
"NM_012095",0.135255051473859,0.868846505990306,-0.244037415376428,0.244037415376428,"AP3M1","No Change"
"NM_012096",0.0815321564149309,1.08867107102418,-0.127062676643854,0.127062676643854,"APPL1","No Change"
"NM_012098",0.741558330587229,0.129854681917046,-0.163498732282879,0.163498732282879,"ANGPTL2","No Change"
"NM_012099",0.210971166091355,0.675776896660176,0.0724427154557284,-0.0724427154557283,"CD3EAP","No Change"
"NM_012100",0.0338199119690488,1.47082752717607,-0.246204331149599,0.246204331149599,"DNPEP","Upregulated in Normoxic"
"NM_012101",0.119661300074958,0.92204628302236,-0.336812331973341,0.336812331973341,"TRIM29","No Change"
"NM_012106",0.432857152072871,0.363655402265622,-0.0319643396360791,0.031964339636079,"ARL2BP","No Change"
"NM_012109",0.541798300542494,0.266162361551235,0.0877622748116094,-0.0877622748116096,"TMEM59L","No Change"
"NM_012110",0.984832154165577,0.00663778039689272,0.00122314126944106,-0.00122314126944103,"CHIC2","No Change"
"NM_012111",0.548084706542095,0.261152316076024,-0.0163175044573497,0.0163175044573495,"AHSA1","No Change"
"NM_012112",0.313260397763391,0.504094504958485,-0.0558334919362228,0.0558334919362228,"TPX2","No Change"
"NM_012113",0.11752035861824,0.929886891948186,-0.454967474846035,0.454967474846035,"CA14","No Change"
"NM_012117",0.0311107993249942,1.50708883048645,-0.208203364619012,0.208203364619012,"CBX5","Upregulated in Normoxic"
"NM_012118",0.317269321361652,0.498571920359382,-0.0718572219039637,0.0718572219039638,"CCRN4L","No Change"
"NM_012120",0.221769012082608,0.654099138176597,-0.077973329800698,0.0779733298006981,"CD2AP","No Change"
"NM_012121",0.17745534868208,0.750910906048115,0.0555203400459713,-0.0555203400459712,"CDC42EP4","No Change"
"NM_012123",0.329419414685192,0.482250808802644,-0.0497739703691065,0.0497739703691065,"MTO1","No Change"
"NM_012133",0.713946683144796,0.146334219709247,0.0144660182575181,-0.014466018257518,"COPG2","No Change"
"NM_012134",0.468587516090752,0.329209285873754,0.234591357831928,-0.234591357831928,"LMOD1","No Change"
"NM_012135",0.180271035537953,0.744074046525173,0.114411288891619,-0.114411288891619,"FAM50B","No Change"
"NM_012138",0.255126427654066,0.593244552014048,-0.0476576092897985,0.0476576092897986,"AATF","No Change"
"NM_012139",0.743319575258798,0.12882442993762,-0.0157352530213275,0.0157352530213273,"SERGEF","No Change"
"NM_012140",0.687499296553454,0.162727741865859,0.0199196620237306,-0.0199196620237305,"SLC25A10","No Change"
"NM_012141",0.00300201816145954,2.52258668471173,-0.382640882687854,0.382640882687854,"INTS6","Upregulated in Normoxic"
"NM_012143",0.401844991944406,0.395941439764783,0.0301781486650249,-0.0301781486650249,"TFIP11","No Change"
"NM_012151",0.407063197695854,0.390338160111629,-0.0535602447505278,0.0535602447505277,"F8A1","No Change"
"NM_012152",0.00282385674350972,2.54915733916461,0.597556867610651,-0.597556867610651,"LPAR3","Upregulated in Hypoxia"
"NM_012154",0.00976500009023434,2.01032774836299,-0.156307925187992,0.156307925187992,"EIF2C2","Upregulated in Normoxic"
"NM_012157",0.0513083021509225,1.28981235639676,-0.299616078081949,0.299616078081949,"FBXL2","No Change"
"NM_012158",0.280581368779567,0.551941170459704,-0.0634061967701925,0.0634061967701926,"FBXL3","No Change"
"NM_012160",0.0947698061975004,1.02333000749846,-0.130955178288035,0.130955178288035,"FBXL4","No Change"
"NM_012161",0.316073546200761,0.500211850948769,-0.116778408074895,0.116778408074895,"FBXL5","No Change"
"NM_012162",0.347352889676398,0.459229083819152,-0.0391030558206895,0.0391030558206895,"FBXL6","No Change"
"NM_012163",0.960788592143283,0.0173721621399495,0.00796843396783829,-0.00796843396783825,"LRRC29","No Change"
"NM_012164",0.045851396703922,1.33864743051594,0.255770979335254,-0.255770979335254,"FBXW2","Upregulated in Hypoxia"
"NM_012166",0.0728980986759855,1.13728379877799,0.11749356301844,-0.117493563018441,"FBXO10","No Change"
"NM_012168",0.866809137424266,0.0620765192349821,0.0140788975705745,-0.0140788975705747,"FBXO2","No Change"
"NM_012170",0.0812875980796759,1.08997570897437,-0.407424315168969,0.407424315168969,"FBXO22","No Change"
"NM_012172",0.679594974661421,0.16774984122866,0.108649844377232,-0.108649844377232,"FBXO24","No Change"
"NM_012173",0.000294880055493516,3.53035460039506,-0.687143388185141,0.687143388185141,"FBXO25","Upregulated in Normoxic"
"NM_012175",0.357326960834884,0.446934214415869,-0.0689410205383542,0.0689410205383541,"FBXO3","No Change"
"NM_012176",0.809353026769867,0.0918620047957326,0.0215306895072891,-0.0215306895072891,"FBXO4","No Change"
"NM_012177",0.241908760260654,0.616348404213671,0.0561650597847271,-0.056165059784727,"FBXO5","No Change"
"NM_012180",0.771733586827077,0.112532598290611,-0.0335774833959669,0.033577483395967,"FBXO8","No Change"
"NM_012181",0.31398105475644,0.50309655594895,-0.024374687680676,0.0243746876806761,"FKBP8","No Change"
"NM_012183",0.481844581364955,0.317093020557921,0.209965361643663,-0.209965361643663,"FOXD3","No Change"
"NM_012184",0.145712310216914,0.836503756167991,0.545668199685557,-0.545668199685557,"FOXD4L1","No Change"
"NM_012192",0.419018192488916,0.377767120885663,-0.0445149936445524,0.0445149936445522,"FXC1","No Change"
"NM_012193",3.57484893499037e-07,6.44674230577514,-1.37676350060798,1.37676350060798,"FZD4","Upregulated in Normoxic"
"NM_012194",0.234311296918622,0.630206772132245,0.231058961547625,-0.231058961547625,"C11orf41","No Change"
"NM_012197",0.624130558142648,0.204724553346313,-0.0271161279266179,0.0271161279266178,"RABGAP1","No Change"
"NM_012198",0.0130484102449521,1.88444239743696,-0.384469560956075,0.384469560956075,"GCA","Upregulated in Normoxic"
"NM_012199",0.0933708458881797,1.02978870670771,-0.0868521766736498,0.0868521766736498,"EIF2C1","No Change"
"NM_012200",0.956689892393176,0.0192288144151955,-0.00187449962078097,0.00187449962078094,"B3GAT3","No Change"
"NM_012201",0.0152027844732435,1.8180768613569,-0.325125457375822,0.325125457375822,"GLG1","Upregulated in Normoxic"
"NM_012202",0.609636637694321,0.214928940831283,-0.0792174131601322,0.0792174131601321,"GNG3","No Change"
"NM_012203",0.958279315456228,0.0185078860353821,0.00121082259804754,-0.00121082259804746,"GRHPR","No Change"
"NM_012204",0.732206565843321,0.13536638103119,-0.0150393994641412,0.0150393994641412,"GTF3C4","No Change"
"NM_012205",0.00534827019355965,2.2717866603839,-1.13230217225176,1.13230217225176,"HAAO","Upregulated in Normoxic"
"NM_012207",4.89691718461884e-06,5.31007724059423,-0.451792519634599,0.451792519634599,"HNRNPH3","Upregulated in Normoxic"
"NM_012208",0.167602173671119,0.775720353204246,0.0527950445216113,-0.0527950445216112,"HARS2","No Change"
"NM_012210",0.942772054261248,0.0255932993551907,0.00468527986815928,-0.00468527986815943,"TRIM32","No Change"
"NM_012212",0.379603600152673,0.420669677385352,0.0845642952584728,-0.0845642952584728,"PTGR1","No Change"
"NM_012213",0.633545474256412,0.198222207126495,0.0216570044301054,-0.0216570044301054,"MLYCD","No Change"
"NM_012214",0.467339453696745,0.330367553451394,-0.0505886281904381,0.0505886281904381,"MGAT4A","No Change"
"NM_012215",0.268449258990939,0.571137790496014,-0.0460394664756491,0.0460394664756489,"MGEA5","No Change"
"NM_012216",0.0290142564751935,1.53738855426912,-0.234279743130778,0.234279743130778,"MID2","Upregulated in Normoxic"
"NM_012218",0.000906554723330366,3.04260597499584,-0.26215229327749,0.26215229327749,"ILF3","Upregulated in Normoxic"
"NM_012219",0.652020673883389,0.185738633698861,0.0354943412904222,-0.0354943412904222,"MRAS","No Change"
"NM_012225",0.000196004624173323,3.70773368257583,0.125356253379308,-0.125356253379308,"NUBP2","Upregulated in Hypoxia"
"NM_012227",0.440604528429652,0.355951043585835,-0.0414365902741728,0.0414365902741727,"GTPBP6","No Change"
"NM_012228",0.236750778054049,0.625708585063761,-0.19186755432299,0.19186755432299,"MSRB2","No Change"
"NM_012232",0.244192675013262,0.612267367618952,0.0766851826987677,-0.0766851826987677,"PTRF","No Change"
"NM_012233",0.0972119957551927,1.01228014074409,-0.0925661187360728,0.0925661187360729,"RAB3GAP1","No Change"
"NM_012234",0.0591275329257938,1.22821024139776,-0.154043969497503,0.154043969497503,"RYBP","No Change"
"NM_012235",0.530560871896653,0.275264781767871,-0.0294348558176401,0.0294348558176403,"SCAP","No Change"
"NM_012239",0.33522631407672,0.474661898127163,-0.0758917654054659,0.0758917654054659,"SIRT3","No Change"
"NM_012240",0.780387868280714,0.107689490661034,0.0534060634151378,-0.0534060634151377,"SIRT4","No Change"
"NM_012242",0.0843374753784523,1.0739794036249,0.265221965071558,-0.265221965071558,"DKK1","No Change"
"NM_012243",0.335892855392583,0.473799233718848,-0.0552824355011895,0.0552824355011896,"SLC35A3","No Change"
"NM_012244",0.0835753035814652,1.07792203718809,-0.344576833832563,0.344576833832563,"SLC7A8","No Change"
"NM_012245",0.77195340935381,0.112408910378178,-0.00971515483321178,0.00971515483321185,"SNW1","No Change"
"NM_012247",0.00280573168372105,2.55195386354681,-0.232934798968113,0.232934798968113,"SEPHS1","Upregulated in Normoxic"
"NM_012248",0.700339360981555,0.154691464432087,-0.0118416126445164,0.0118416126445165,"SEPHS2","No Change"
"NM_012249",0.850964159552853,0.0700887309097784,0.00569432105831834,-0.00569432105831824,"RHOQ","No Change"
"NM_012254",0.469355546428484,0.328498045659951,-0.0845677723987118,0.0845677723987117,"SLC27A5","No Change"
"NM_012255",0.671574416585609,0.172905856529411,-0.0185503963717797,0.0185503963717796,"XRN2","No Change"
"NM_012256",0.438720775995632,0.357811798723361,-0.0442347495664228,0.0442347495664226,"ZNF212","No Change"
"NM_012257",0.0461073750796176,1.33622960172089,-0.0603550870022046,0.0603550870022047,"HBP1","Upregulated in Normoxic"
"NM_012259",0.31412192872436,0.502901744621679,-0.300861266548262,0.300861266548262,"HEY2","No Change"
"NM_012262",0.0400690118092114,1.39719136810133,-0.130654883929754,0.130654883929754,"HS2ST1","Upregulated in Normoxic"
"NM_012263",0.438183523039278,0.35834395718987,0.162357892897038,-0.162357892897038,"TTLL1","No Change"
"NM_012265",0.773954497182834,0.111284571879528,0.0173820782282365,-0.0173820782282364,"RHBDD3","No Change"
"NM_012268",0.55878856630914,0.252752488813493,0.0173767554257738,-0.0173767554257738,"PLD3","No Change"
"NM_012278",0.240985451575255,0.618009175231369,-0.17687776208408,0.176877762084079,"ITGB1BP2","No Change"
"NM_012279",0.548621135994909,0.260727464924822,-0.0619524907427582,0.0619524907427584,"ZNF346","No Change"
"NM_012283",0.852052425688973,0.0695336828307553,0.0443193857449843,-0.0443193857449844,"KCNG2","No Change"
"NM_012284",0.497947829705892,0.30281615615136,-0.132777420899048,0.132777420899048,"KCNH3","No Change"
"NM_012286",0.97919000007147,0.00913303038637724,0.000796409096067231,-0.000796409096067099,"MORF4L2","No Change"
"NM_012287",0.217613480441616,0.662314205021326,-0.0823326020183969,0.082332602018397,"ACAP2","No Change"
"NM_012288",0.414312103190815,0.382672379585589,-0.0327877302660609,0.0327877302660608,"TRAM2","No Change"
"NM_012289",0.479875921570654,0.318871040839289,0.0379678501990207,-0.0379678501990208,"KEAP1","No Change"
"NM_012291",0.831467668587853,0.0801546335483482,0.0115172321899356,-0.0115172321899356,"ESPL1","No Change"
"NM_012292",0.125500367005901,0.901355004155816,0.0567526040984465,-0.0567526040984463,"HMHA1","No Change"
"NM_012293",0.668058325385178,0.175185619429904,0.0729160230201254,-0.0729160230201253,"PXDN","No Change"
"NM_012294",0.037231383391691,1.42909082657463,-0.190331212104149,0.190331212104149,"RAPGEF5","Upregulated in Normoxic"
"NM_012295",0.939115686396985,0.0272809052108343,-0.00332801771775448,0.00332801771775452,"CABIN1","No Change"
"NM_012297",0.0838814252168232,1.07633419911104,-0.193383974266301,0.193383974266301,"G3BP2","No Change"
"NM_012298",0.816935478894532,0.0878122424474984,0.0298559841592593,-0.0298559841592593,"CAND2","No Change"
"NM_012300",0.83167992193227,0.0800437829452247,0.0194447631147572,-0.0194447631147572,"FBXW11","No Change"
"NM_012301",0.00243148447885193,2.61412849836415,-0.341261770947332,0.341261770947332,"MAGI2","Upregulated in Normoxic"
"NM_012302",0.918285311307038,0.0370223625079184,-0.0125808720109292,0.012580872010929,"LPHN2","No Change"
"NM_012304",0.470990043386479,0.326988273652453,-0.186413124230881,0.186413124230882,"FBXL7","No Change"
"NM_012305",0.00435907497624453,2.36060566103755,-0.449638148422736,0.449638148422737,"AP2A2","Upregulated in Normoxic"
"NM_012307",0.522928001442496,0.281558102201012,-0.116048588960975,0.116048588960975,"EPB41L3","No Change"
"NM_012309",0.663793761138093,0.177966833753315,0.0801082173375791,-0.0801082173375792,"SHANK2","No Change"
"NM_012310",0.0243943731587513,1.61271033710051,0.0804223059379191,-0.080422305937919,"KIF4A","Upregulated in Hypoxia"
"NM_012311",0.0386394751883537,1.41296878091984,-0.338196484032111,0.338196484032111,"KIN","Upregulated in Normoxic"
"NM_012316",0.028171848545903,1.55018465507508,-0.0739518145622035,0.0739518145622033,"KPNA6","Upregulated in Normoxic"
"NM_012317",0.884055279687025,0.0535205778461747,-0.00989456478374936,0.00989456478374933,"LDOC1","No Change"
"NM_012318",0.0225611172335867,1.6466393977575,-0.152426109146919,0.152426109146919,"LETM1","Upregulated in Normoxic"
"NM_012319",0.427481641366604,0.369082531753076,-0.0275550571320487,0.0275550571320486,"SLC39A6","No Change"
"NM_012320",0.737420892103855,0.132284562421672,-0.0180674950644315,0.0180674950644317,"PLA2G15","No Change"
"NM_012321",0.507527361677225,0.294540539217486,-0.0427329849885324,0.0427329849885325,"LSM4","No Change"
"NM_012322",0.0394387353474871,1.4040770197048,-0.189824558880017,0.189824558880017,"LSM5","Upregulated in Normoxic"
"NM_012323",0.103867708593476,0.983519449164633,-0.0928271854270747,0.0928271854270747,"MAFF","No Change"
"NM_012324",0.457363396615781,0.33973859548765,-0.10162200079938,0.101622000799381,"MAPK8IP2","No Change"
"NM_012325",0.013691193466954,1.86355869258764,-0.160140489271622,0.160140489271622,"MAPRE1","Upregulated in Normoxic"
"NM_012326",0.98444746574697,0.00680745468579385,-0.0017002889898395,0.00170028898983958,"MAPRE3","No Change"
"NM_012327",0.0051514400561062,2.28807134940586,-0.231325546106455,0.231325546106456,"PIGN","Upregulated in Normoxic"
"NM_012328",0.254175717718609,0.59486594144736,-0.123759617231666,0.123759617231666,"DNAJB9","No Change"
"NM_012329",0.0958696120212817,1.01831903018955,-0.0766174382645997,0.0766174382645998,"MMD","No Change"
"NM_012330",0.624909065799046,0.204183174807804,-0.0342523092082463,0.0342523092082463,"KAT6B","No Change"
"NM_012334",0.306380248310145,0.513739236188293,0.163536673479765,-0.163536673479765,"MYO10","No Change"
"NM_012335",0.807738506715244,0.0927292128283126,-0.0820380252364299,0.08203802523643,"MYO1F","No Change"
"NM_012338",0.297137272302998,0.527042867751249,-0.0780900621448743,0.0780900621448742,"TSPAN12","No Change"
"NM_012339",0.928173249039636,0.0323709525749167,0.00636016477944065,-0.00636016477944083,"TSPAN15","No Change"
"NM_012340",0.765361701507486,0.116133273546205,0.0535721196746873,-0.0535721196746874,"NFATC2","No Change"
"NM_012341",0.139572059369223,0.855201513491311,-0.0941691638010991,0.094169163801099,"GTPBP4","No Change"
"NM_012342",0.306813972134045,0.513124866748654,-0.113932369149298,0.113932369149298,"BAMBI","No Change"
"NM_012345",9.48042043013727e-05,4.02317240248895,-0.508592811749284,0.508592811749284,"NUFIP1","Upregulated in Normoxic"
"NM_012346",0.471439998493151,0.326573573301029,-0.0193478163257275,0.0193478163257275,"NUP62","No Change"
"NM_012347",0.0061931841892542,2.20808600360302,-0.408084738637077,0.408084738637077,"FBXO9","Upregulated in Normoxic"
"NM_012360",0.195310563492294,0.709274266991986,-0.271321017018754,0.271321017018754,"OR1F1","No Change"
"NM_012367",0.177648027909548,0.750439609299082,-0.283224565556878,0.283224565556878,"OR2B6","No Change"
"NM_012382",0.00306531073626245,2.51352549367289,-0.212693287048046,0.212693287048046,"TTC33","Upregulated in Normoxic"
"NM_012383",0.605487970266094,0.217894480925475,0.0374411672404998,-0.0374411672404998,"OSTF1","No Change"
"NM_012385",0.0298069234100344,1.52568284835514,0.273966154603861,-0.273966154603861,"NUPR1","Upregulated in Hypoxia"
"NM_012388",0.0521844061747338,1.28245925416288,-0.150975898641322,0.150975898641322,"PLDN","No Change"
"NM_012391",0.380473189259809,0.419675941171359,-0.224102294682609,0.224102294682609,"SPDEF","No Change"
"NM_012392",0.982294167417581,0.0077584346622584,-0.000848394638320884,0.00084839463832078,"PEF1","No Change"
"NM_012393",0.75240361155722,0.123549128491665,-0.0109295601582592,0.010929560158259,"PFAS","No Change"
"NM_012394",0.317680558025223,0.49800936307883,-0.0325972981838373,0.0325972981838373,"PFDN2","No Change"
"NM_012395",0.244055368291163,0.612511635073275,-0.0691654454588859,0.069165445458886,"CDK14","No Change"
"NM_012396",0.767797131688041,0.114753514639014,0.041640734998216,-0.0416407349982159,"PHLDA3","No Change"
"NM_012398",0.194491700458272,0.711098926585471,-0.0709432518916332,0.0709432518916332,"PIP5K1C","No Change"
"NM_012399",0.0958352112989802,1.01847489527182,-0.14318668076141,0.14318668076141,"PITPNB","No Change"
"NM_012401",0.52486762657614,0.279950213349074,0.0226183026620187,-0.0226183026620187,"PLXNB2","No Change"
"NM_012402",0.0602208640658074,1.22025301739981,-0.41723505498309,0.41723505498309,"ARFIP2","No Change"
"NM_012405",1.05421920725591e-05,4.97706907545813,-0.516512713844565,0.516512713844565,"ICMT","Upregulated in Normoxic"
"NM_012406",0.263977922069935,0.578432394054979,-0.0486078469899937,0.0486078469899938,"PRDM4","No Change"
"NM_012407",0.236900879985733,0.625433326055461,0.0611798512307095,-0.0611798512307093,"PICK1","No Change"
"NM_012412",0.170621343578943,0.76796664246061,-0.168505724356978,0.168505724356978,"H2AFV","No Change"
"NM_012413",0.713073669428694,0.146865599778418,-0.0477648420631301,0.0477648420631301,"QPCT","No Change"
"NM_012414",0.00151082271464131,2.8207864943441,-0.140936941486053,0.140936941486053,"RAB3GAP2","Upregulated in Normoxic"
